id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
609871,API,Organic Search,No,No,0,5.0,110,5.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
609859,Landing Page Submission,Direct Traffic,No,No,1,3.0,1364,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609858,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
609838,Landing Page Submission,Direct Traffic,No,No,1,2.0,640,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
609832,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1270,1.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,Yes
609826,Landing Page Submission,Direct Traffic,No,No,0,1.0,249,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
609819,Landing Page Submission,Direct Traffic,No,No,0,5.0,339,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
609801,Landing Page Submission,Google,No,No,0,9.0,978,4.5,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
609761,Landing Page Submission,Direct Traffic,No,No,1,5.0,1098,5.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
609752,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
609739,Landing Page Submission,Organic Search,No,No,1,10.0,2112,3.33,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
609731,Landing Page Submission,Direct Traffic,No,No,0,2.0,268,2.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
609708,API,Organic Search,No,No,1,3.0,1169,3.0,SMS Sent,,,No,No,No,No,No,No,,,No
609706,Landing Page Submission,Direct Traffic,No,No,0,1.0,226,1.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
609702,Landing Page Submission,Direct Traffic,No,No,1,6.0,122,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
609701,Landing Page Submission,Direct Traffic,No,No,0,2.0,45,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
609697,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
609686,API,Direct Traffic,No,No,0,3.0,129,3.0,Email Link Clicked,,,No,No,No,No,No,No,,,No
609659,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
609634,Landing Page Submission,Direct Traffic,No,No,0,1.0,131,1.0,Converted to Lead,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
609620,Landing Page Submission,Google,No,No,1,4.0,1770,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
609618,Landing Page Submission,Direct Traffic,No,No,0,2.0,422,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609598,Landing Page Submission,Direct Traffic,No,No,0,4.0,75,4.0,Page Visited on Website,Marketing Management,,No,No,No,No,No,No,,,No
609592,Landing Page Submission,Google,No,No,1,5.0,100,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
609589,Landing Page Submission,Organic Search,Yes,No,0,3.0,1801,3.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,Yes
609588,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,383,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
609585,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
609567,API,Google,No,No,0,6.0,263,1.2,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
609557,Landing Page Submission,Direct Traffic,No,No,0,6.0,158,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
609554,Landing Page Submission,Organic Search,No,No,0,8.0,137,8.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,,,Yes
609540,Landing Page Submission,Google,Yes,No,0,5.0,333,5.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
609537,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,108,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,No
609517,Landing Page Submission,Google,No,No,0,6.0,397,6.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
609514,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,907,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
609500,Landing Page Submission,Google,No,No,0,4.0,692,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
609489,Landing Page Submission,Google,No,No,1,4.0,1304,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
609475,Lead Add Form,,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
609470,Landing Page Submission,Organic Search,No,No,0,4.0,296,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
609465,Landing Page Submission,Direct Traffic,No,No,1,9.0,1022,1.5,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
609464,API,Google,No,No,0,3.0,248,3.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
609462,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
609451,API,Google,No,No,1,3.0,1660,1.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
609437,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
609431,Landing Page Submission,Direct Traffic,No,No,0,10.0,360,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609429,Landing Page Submission,Direct Traffic,No,No,0,6.0,353,6.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,,,Yes
609425,Landing Page Submission,Google,No,No,1,4.0,1547,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
609419,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
609409,Landing Page Submission,Direct Traffic,No,No,0,5.0,420,5.0,Converted to Lead,Select,,No,No,No,No,No,No,,,No
609387,Landing Page Submission,Direct Traffic,No,No,0,2.0,65,2.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
609385,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,53,3.0,Email Bounced,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
609383,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
609372,Landing Page Submission,Direct Traffic,No,No,1,4.0,1445,4.0,SMS Sent,Healthcare Management,,No,No,No,No,No,No,,,Yes
609362,Landing Page Submission,Direct Traffic,No,No,0,2.0,1289,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609355,Landing Page Submission,Direct Traffic,No,No,1,4.0,949,4.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
609354,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
609351,Landing Page Submission,Direct Traffic,No,No,0,6.0,243,6.0,Page Visited on Website,International Business,Unemployed,No,No,No,No,No,No,,,Yes
609349,Landing Page Submission,Direct Traffic,No,No,1,2.0,1449,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
609334,Lead Add Form,Reference,No,No,1,1.0,886,1.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
609333,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
609314,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
609296,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,195,2.0,Email Bounced,Select,,No,No,No,No,No,No,,,No
609278,Landing Page Submission,Direct Traffic,No,No,0,5.0,391,1.25,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
609268,Landing Page Submission,Direct Traffic,No,No,0,2.0,1213,2.0,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609266,Landing Page Submission,Organic Search,No,No,0,3.0,1109,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
609249,Landing Page Submission,Direct Traffic,Yes,No,0,74.0,1209,12.33,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
609210,Landing Page Submission,Direct Traffic,No,No,0,4.0,209,4.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
609203,Landing Page Submission,Google,No,No,0,4.0,690,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
609202,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,29,5.0,Page Visited on Website,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
609195,Landing Page Submission,Direct Traffic,No,No,1,7.0,1123,7.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609192,API,Google,No,No,1,3.0,1287,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
609191,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
609182,Landing Page Submission,Google,No,No,0,4.0,107,4.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,No
609181,Landing Page Submission,Google,No,No,0,3.0,295,3.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
609176,Landing Page Submission,Direct Traffic,No,No,0,2.0,265,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,,,Yes
609170,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
609166,API,Organic Search,No,No,0,6.0,54,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
609161,Lead Add Form,Reference,No,No,0,0.0,0,0.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,No
609160,API,Google,No,No,0,3.0,79,1.5,SMS Sent,,,No,No,No,No,No,No,13.0,15.0,No
609145,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
609141,Landing Page Submission,Direct Traffic,No,No,0,6.0,288,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
609137,Landing Page Submission,Google,No,No,1,3.0,1379,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
609135,Landing Page Submission,Direct Traffic,No,No,0,4.0,296,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
609103,Landing Page Submission,Direct Traffic,No,No,0,12.0,142,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
609095,Landing Page Submission,Direct Traffic,No,No,0,4.0,101,4.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
609080,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,,,No
609072,Landing Page Submission,Google,No,No,1,3.0,380,3.0,SMS Sent,Marketing Management,,No,No,No,No,No,No,,,No
609068,Landing Page Submission,Organic Search,No,No,1,9.0,1562,3.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
609051,Landing Page Submission,Direct Traffic,No,No,1,2.0,280,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
609021,Landing Page Submission,Direct Traffic,No,No,1,2.0,1198,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
609012,Landing Page Submission,Google,No,No,0,4.0,239,4.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
609006,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
609001,Landing Page Submission,Google,No,No,1,3.0,160,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
608990,API,Google,No,No,0,2.0,213,2.0,Email Opened,,,No,No,No,No,No,No,,,No
608967,Landing Page Submission,Google,No,No,1,10.0,97,3.33,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
608963,Landing Page Submission,Organic Search,Yes,No,0,5.0,1067,5.0,Page Visited on Website,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
608960,Landing Page Submission,Google,No,No,0,2.0,222,2.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
608929,Landing Page Submission,Organic Search,No,No,1,6.0,1578,3.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,15.0,13.0,Yes
608916,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,1608,3.0,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,,,Yes
608912,Landing Page Submission,Direct Traffic,No,No,0,1.0,139,1.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,No
608908,Landing Page Submission,Direct Traffic,No,No,1,4.0,1446,4.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
608902,Landing Page Submission,Direct Traffic,No,No,0,13.0,306,4.33,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
608901,Landing Page Submission,Google,No,No,0,6.0,267,3.0,Email Link Clicked,Human Resource Management,,No,No,No,No,No,No,,,No
608897,Landing Page Submission,Direct Traffic,No,No,0,4.0,1768,4.0,SMS Sent,Retail Management,Working Professional,No,No,No,No,No,No,,,Yes
608896,Landing Page Submission,Organic Search,Yes,No,0,4.0,233,4.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
608882,Landing Page Submission,Organic Search,No,No,0,5.0,152,5.0,Converted to Lead,E-Business,Unemployed,No,No,No,No,No,No,,,Yes
608851,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
608842,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608835,API,Chat,No,No,1,3.0,1097,1.5,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
608834,Landing Page Submission,Direct Traffic,No,No,0,2.0,167,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
608823,Landing Page Submission,Google,No,No,0,1.0,151,1.0,Converted to Lead,International Business,,No,No,No,No,No,No,,,No
608819,API,Google,No,No,1,24.0,282,3.43,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
608809,Landing Page Submission,Direct Traffic,No,No,0,6.0,379,2.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
608793,Landing Page Submission,Direct Traffic,No,No,0,2.0,131,2.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
608791,Landing Page Submission,Direct Traffic,No,No,1,8.0,1568,8.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
608784,Landing Page Submission,Direct Traffic,No,No,1,5.0,320,5.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
608753,Landing Page Submission,Direct Traffic,No,No,0,2.0,1133,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
608751,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608733,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
608730,API,Google,No,No,0,2.0,388,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608727,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608721,Landing Page Submission,Direct Traffic,No,No,1,2.0,1651,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,,,Yes
608711,Landing Page Submission,Google,No,No,1,4.0,1606,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
608709,API,Chat,No,No,1,2.0,992,1.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
608687,Landing Page Submission,Google,No,No,0,6.0,726,2.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,10.0,16.0,Yes
608663,Landing Page Submission,Direct Traffic,No,No,0,6.0,184,6.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
608638,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,330,3.0,Page Visited on Website,Human Resource Management,,No,No,No,No,No,No,,,No
608636,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,171,2.0,SMS Sent,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
608635,Landing Page Submission,Google,No,No,0,2.0,942,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
608628,Landing Page Submission,Google,No,No,1,6.0,1803,3.0,Page Visited on Website,Finance Management,Unemployed,No,No,No,No,No,No,,,No
608619,Landing Page Submission,Google,No,No,1,5.0,451,5.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
608612,Landing Page Submission,Direct Traffic,No,No,0,3.0,141,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
608583,Landing Page Submission,Direct Traffic,No,No,1,11.0,1086,5.5,SMS Sent,Operations Management,,No,No,No,No,No,No,,,Yes
608581,Landing Page Submission,Direct Traffic,No,No,0,6.0,252,6.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
608573,Landing Page Submission,Direct Traffic,No,No,1,11.0,702,2.75,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
608571,Landing Page Submission,Google,Yes,No,0,2.0,38,2.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
608557,Landing Page Submission,Direct Traffic,No,No,1,5.0,1443,2.5,Email Opened,Business Administration,,No,No,No,No,No,No,,,No
608541,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
608537,Landing Page Submission,Google,No,No,0,4.0,1166,4.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
608492,Landing Page Submission,Google,No,No,1,2.0,1318,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
608489,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
608488,Landing Page Submission,Google,No,No,1,6.0,1129,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
608483,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,355,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,No
608481,Landing Page Submission,Organic Search,No,No,1,5.0,830,5.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
608449,Landing Page Submission,Direct Traffic,No,No,0,4.0,21,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
608440,Landing Page Submission,Direct Traffic,No,No,0,2.0,460,2.0,Email Opened,E-COMMERCE,,No,No,No,No,No,No,,,Yes
608439,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
608436,Landing Page Submission,Google,No,No,1,2.0,849,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
608434,Landing Page Submission,Direct Traffic,No,No,0,14.0,545,7.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
608412,API,Organic Search,No,No,1,8.0,960,2.67,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608409,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,300,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
608408,Landing Page Submission,Direct Traffic,No,No,0,3.0,1678,1.5,Page Visited on Website,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
608403,API,Organic Search,No,No,0,7.0,215,7.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
608371,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608370,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608369,Landing Page Submission,Direct Traffic,No,No,0,2.0,379,2.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
608365,Landing Page Submission,Google,No,No,1,6.0,1251,2.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,18.0,No
608360,API,Chat,No,No,1,2.0,166,1.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
608349,Landing Page Submission,Google,No,No,1,7.0,970,2.33,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
608334,Landing Page Submission,Google,No,No,0,2.0,306,2.0,Email Link Clicked,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
608332,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,1064,2.0,Email Bounced,Services Excellence,,No,No,No,No,No,No,,,No
608330,Lead Add Form,Reference,No,No,1,,940,,,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
608325,Landing Page Submission,Organic Search,No,No,0,5.0,176,2.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
608316,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,453,2.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
608305,Lead Add Form,Reference,No,No,1,3.0,1431,1.0,Page Visited on Website,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
608302,Landing Page Submission,Organic Search,No,No,0,4.0,685,4.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
608290,Landing Page Submission,Google,No,No,1,3.0,143,3.0,SMS Sent,Human Resource Management,Working Professional,No,No,No,No,No,No,,,No
608284,Landing Page Submission,Google,No,No,1,2.0,910,2.0,Chat Conversation,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
608267,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
608261,Landing Page Submission,Direct Traffic,No,No,1,6.0,1197,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
608255,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
608250,Landing Page Submission,Google,No,No,0,5.0,157,5.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
608246,Landing Page Submission,Organic Search,No,No,1,5.0,1027,5.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
608239,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608233,Landing Page Submission,Organic Search,No,No,0,23.0,176,2.56,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
608231,Landing Page Submission,Direct Traffic,No,No,0,5.0,278,2.5,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,12.0,16.0,Yes
608217,API,Google,No,No,0,5.0,1449,5.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
608183,Landing Page Submission,Google,No,No,1,3.0,1646,3.0,SMS Sent,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,No
608175,Landing Page Submission,Organic Search,No,No,0,3.0,215,3.0,Converted to Lead,Travel and Tourism,,No,No,No,No,No,No,,,Yes
608164,API,Chat,No,No,0,1.0,689,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608163,API,Organic Search,No,No,1,4.0,1557,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
608161,Landing Page Submission,Google,No,No,0,3.0,983,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
608150,API,Organic Search,No,No,0,2.0,256,2.0,Converted to Lead,,,No,No,No,No,No,No,,,No
608143,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
608132,Landing Page Submission,Direct Traffic,No,No,1,3.0,1494,3.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
608131,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
608125,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,Hospitality Management,Unemployed,No,No,No,No,No,No,,,No
608120,Landing Page Submission,Direct Traffic,No,No,1,3.0,256,3.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
608107,Landing Page Submission,Organic Search,No,No,1,19.0,1569,4.75,SMS Sent,"Banking, Investment And Insurance",Student,No,No,No,No,No,No,,,Yes
608106,Landing Page Submission,Google,No,No,1,4.0,1375,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
608100,Landing Page Submission,Google,No,No,1,3.0,1127,3.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
608096,Landing Page Submission,Organic Search,Yes,No,1,12.0,218,12.0,Unsubscribed,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
608093,API,Organic Search,No,No,0,4.0,1433,4.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
608081,Landing Page Submission,Organic Search,No,No,1,7.0,14,1.75,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
608077,Landing Page Submission,Direct Traffic,No,No,0,12.0,1354,6.0,Email Opened,Media and Advertising,Unemployed,No,No,No,No,No,No,,,Yes
608055,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
608003,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,18,2.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,Yes
608001,Landing Page Submission,Direct Traffic,No,No,1,2.0,1017,2.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,Yes
607965,Landing Page Submission,Direct Traffic,No,No,0,3.0,283,3.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
607964,Landing Page Submission,Direct Traffic,No,No,0,4.0,308,4.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
607963,Landing Page Submission,Direct Traffic,No,No,0,2.0,1122,2.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
607939,Landing Page Submission,Direct Traffic,Yes,No,0,4.0,140,4.0,Email Bounced,Select,Unemployed,No,No,No,No,No,No,,,No
607929,Landing Page Submission,Google,No,No,1,11.0,1107,2.75,SMS Sent,Finance Management,,No,No,No,No,No,No,,,Yes
607902,Landing Page Submission,Direct Traffic,No,No,0,14.0,143,1.56,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
607885,Landing Page Submission,Direct Traffic,No,No,0,2.0,181,2.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,,,Yes
607877,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,832,1.0,Email Bounced,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
